claim_id,value,unit,source,source_sha256,field,meaning
fusion.LoCoMo.W.dHit10,-1.8241042345276872,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LoCoMo.W.dHit10[0],97.5% Bonferroni interval
fusion.LoCoMo.W.dHit10.lo,-4.135360564531897,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LoCoMo.W.dHit10[1],97.5% Bonferroni interval
fusion.LoCoMo.W.dHit10.hi,0.0,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LoCoMo.W.dHit10[2],97.5% Bonferroni interval
fusion.LoCoMo.G.E_T,62.86319218241042,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LoCoMo.G.E_T,fusion arm level
fusion.LoCoMo.G.FR3,37.25953109503599,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LoCoMo.G.FR3,fusion arm level
fusion.LoCoMo.G.Hit10,57.068403908794785,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LoCoMo.G.Hit10,fusion arm level
fusion.LoCoMo.G.dE_T,-0.3042345276872964,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LoCoMo.G.dE_T[0],97.5% Bonferroni interval
fusion.LoCoMo.G.dE_T.lo,-1.5205410217082937,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LoCoMo.G.dE_T[1],97.5% Bonferroni interval
fusion.LoCoMo.G.dE_T.hi,0.7734043305657404,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LoCoMo.G.dE_T[2],97.5% Bonferroni interval
fusion.LoCoMo.G.dFR3,-0.39956568946796955,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LoCoMo.G.dFR3[0],97.5% Bonferroni interval
fusion.LoCoMo.G.dFR3.lo,-0.8900599939539731,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LoCoMo.G.dFR3[1],97.5% Bonferroni interval
fusion.LoCoMo.G.dFR3.hi,0.027959453960341954,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LoCoMo.G.dFR3[2],97.5% Bonferroni interval
fusion.LoCoMo.G.dHit10,-0.5863192182410424,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LoCoMo.G.dHit10[0],97.5% Bonferroni interval
fusion.LoCoMo.G.dHit10.lo,-1.2702938272689857,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LoCoMo.G.dHit10[1],97.5% Bonferroni interval
fusion.LoCoMo.G.dHit10.hi,-0.0649772579597141,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LoCoMo.G.dHit10[2],97.5% Bonferroni interval
fusion.LoCoMo.W.w_loo,"[0.5, 1.0]",list,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LoCoMo.W.w_loo,weights chosen by LOO
fusion.LoCoMo.G.fallback,0.1,share,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LoCoMo.G.tau_loo_none_share,archives falling back to BM25
fusion.PerLTQA.bm25.E_T,17.251421657592257,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.bm25.E_T,BM25 reference
fusion.PerLTQA.bm25.FR3,56.71024124453016,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.bm25.FR3,BM25 reference
fusion.PerLTQA.bm25.Hit10,80.60496067755597,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.bm25.Hit10,BM25 reference
fusion.PerLTQA.code.E_T,21.314095583787054,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.code.E_T,fusion arm level
fusion.PerLTQA.code.FR3,49.09189765283246,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.code.FR3,fusion arm level
fusion.PerLTQA.code.Hit10,75.68058076225044,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.code.Hit10,fusion arm level
fusion.PerLTQA.code.dE_T,4.0626739261947975,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.code.dE_T[0],97.5% Bonferroni interval
fusion.PerLTQA.code.dE_T.lo,2.4261574885310195,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.code.dE_T[1],97.5% Bonferroni interval
fusion.PerLTQA.code.dE_T.hi,5.7142162013397435,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.code.dE_T[2],97.5% Bonferroni interval
fusion.PerLTQA.code.dFR3,-7.618343591697696,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.code.dFR3[0],97.5% Bonferroni interval
fusion.PerLTQA.code.dFR3.lo,-9.241242055861903,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.code.dFR3[1],97.5% Bonferroni interval
fusion.PerLTQA.code.dFR3.hi,-6.0364172105854434,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.code.dFR3[2],97.5% Bonferroni interval
fusion.PerLTQA.code.dHit10,-4.924379915305505,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.code.dHit10[0],97.5% Bonferroni interval
fusion.PerLTQA.code.dHit10.lo,-6.517221593825477,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.code.dHit10[1],97.5% Bonferroni interval
fusion.PerLTQA.code.dHit10.hi,-3.3991034578643133,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.code.dHit10[2],97.5% Bonferroni interval
fusion.PerLTQA.W.E_T,15.621173623714459,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.W.E_T,fusion arm level
fusion.PerLTQA.W.FR3,56.93603203085259,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.W.FR3,fusion arm level
fusion.PerLTQA.W.Hit10,82.73442226255293,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.W.Hit10,fusion arm level
fusion.PerLTQA.W.dE_T,-1.630248033877798,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.W.dE_T[0],97.5% Bonferroni interval
fusion.PerLTQA.W.dE_T.lo,-2.0609895734565344,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.W.dE_T[1],97.5% Bonferroni interval
fusion.PerLTQA.W.dE_T.hi,-1.2047677774984582,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.W.dE_T[2],97.5% Bonferroni interval
fusion.PerLTQA.W.dFR3,0.22579078632244004,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.W.dFR3[0],97.5% Bonferroni interval
fusion.PerLTQA.W.dFR3.lo,-0.7143184282829437,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.W.dFR3[1],97.5% Bonferroni interval
fusion.PerLTQA.W.dFR3.hi,1.1363553851533374,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.W.dFR3[2],97.5% Bonferroni interval
fusion.PerLTQA.W.dHit10,2.1294615849969754,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.W.dHit10[0],97.5% Bonferroni interval
fusion.PerLTQA.W.dHit10.lo,1.4388458648577287,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.W.dHit10[1],97.5% Bonferroni interval
fusion.PerLTQA.W.dHit10.hi,2.8095149269592614,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.W.dHit10[2],97.5% Bonferroni interval
fusion.PerLTQA.G.E_T,17.1502722323049,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.G.E_T,fusion arm level
fusion.PerLTQA.G.FR3,56.7796403886794,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.G.FR3,fusion arm level
fusion.PerLTQA.G.Hit10,80.50816696914701,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.G.Hit10,fusion arm level
fusion.PerLTQA.G.dE_T,-0.10114942528735632,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.G.dE_T[0],97.5% Bonferroni interval
fusion.PerLTQA.G.dE_T.lo,-0.6427499830778713,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.G.dE_T[1],97.5% Bonferroni interval
fusion.PerLTQA.G.dE_T.hi,0.4525766219968862,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.G.dE_T[2],97.5% Bonferroni interval
fusion.PerLTQA.G.dFR3,0.06939914414924671,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.G.dFR3[0],97.5% Bonferroni interval
fusion.PerLTQA.G.dFR3.lo,-0.17286486405832882,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.G.dFR3[1],97.5% Bonferroni interval
fusion.PerLTQA.G.dFR3.hi,0.3120627824377894,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.G.dFR3[2],97.5% Bonferroni interval
fusion.PerLTQA.G.dHit10,-0.09679370840895342,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.G.dHit10[0],97.5% Bonferroni interval
fusion.PerLTQA.G.dHit10.lo,-0.3221531199052232,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.G.dHit10[1],97.5% Bonferroni interval
fusion.PerLTQA.G.dHit10.hi,0.13391770148526905,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.G.dHit10[2],97.5% Bonferroni interval
fusion.PerLTQA.W.w_loo,"[0.5, 1.0]",list,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.W.w_loo,weights chosen by LOO
fusion.PerLTQA.G.fallback,0.0,share,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.PerLTQA.G.tau_loo_none_share,archives falling back to BM25
fusion.LongMemEval.bm25.E_T,15.163829787234043,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.bm25.E_T,BM25 reference
fusion.LongMemEval.bm25.FR3,56.99999999999999,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.bm25.FR3,BM25 reference
fusion.LongMemEval.bm25.Hit10,83.61702127659575,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.bm25.Hit10,BM25 reference
fusion.LongMemEval.code.E_T,16.585106382978722,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.code.E_T,fusion arm level
fusion.LongMemEval.code.FR3,54.60283687943262,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.code.FR3,fusion arm level
fusion.LongMemEval.code.Hit10,86.38297872340426,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.code.Hit10,fusion arm level
fusion.LongMemEval.code.dE_T,1.421276595744681,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.code.dE_T[0],97.5% Bonferroni interval
fusion.LongMemEval.code.dE_T.lo,-4.580984042553191,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.code.dE_T[1],97.5% Bonferroni interval
fusion.LongMemEval.code.dE_T.hi,7.525531914893617,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.code.dE_T[2],97.5% Bonferroni interval
fusion.LongMemEval.code.dFR3,-2.397163120567376,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.code.dFR3[0],97.5% Bonferroni interval
fusion.LongMemEval.code.dFR3.lo,-6.028368794326242,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.code.dFR3[1],97.5% Bonferroni interval
fusion.LongMemEval.code.dFR3.hi,1.2517730496453896,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.code.dFR3[2],97.5% Bonferroni interval
fusion.LongMemEval.code.dHit10,2.765957446808511,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.code.dHit10[0],97.5% Bonferroni interval
fusion.LongMemEval.code.dHit10.lo,-0.6382978723404256,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.code.dHit10[1],97.5% Bonferroni interval
fusion.LongMemEval.code.dHit10.hi,6.170212765957447,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.code.dHit10[2],97.5% Bonferroni interval
fusion.LongMemEval.W.E_T,10.8,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.W.E_T,fusion arm level
fusion.LongMemEval.W.FR3,59.00354609929077,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.W.FR3,fusion arm level
fusion.LongMemEval.W.Hit10,87.2340425531915,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.W.Hit10,fusion arm level
fusion.LongMemEval.W.dE_T,-4.363829787234042,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.W.dE_T[0],97.5% Bonferroni interval
fusion.LongMemEval.W.dE_T.lo,-8.346835106382978,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.W.dE_T[1],97.5% Bonferroni interval
fusion.LongMemEval.W.dE_T.hi,-0.9893351063829772,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.W.dE_T[2],97.5% Bonferroni interval
fusion.LongMemEval.W.dFR3,2.00354609929078,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.W.dFR3[0],97.5% Bonferroni interval
fusion.LongMemEval.W.dFR3.lo,-0.46099290780141844,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.W.dFR3[1],97.5% Bonferroni interval
fusion.LongMemEval.W.dFR3.hi,4.489406028368797,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.W.dFR3[2],97.5% Bonferroni interval
fusion.LongMemEval.W.dHit10,3.617021276595745,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.W.dHit10[0],97.5% Bonferroni interval
fusion.LongMemEval.W.dHit10.lo,0.851063829787234,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.W.dHit10[1],97.5% Bonferroni interval
fusion.LongMemEval.W.dHit10.hi,6.595744680851064,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.W.dHit10[2],97.5% Bonferroni interval
fusion.LongMemEval.G.E_T,15.985106382978723,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.G.E_T,fusion arm level
fusion.LongMemEval.G.FR3,56.99999999999999,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.G.FR3,fusion arm level
fusion.LongMemEval.G.Hit10,83.61702127659575,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.G.Hit10,fusion arm level
fusion.LongMemEval.G.dE_T,0.8212765957446808,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.G.dE_T[0],97.5% Bonferroni interval
fusion.LongMemEval.G.dE_T.lo,0.0,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.G.dE_T[1],97.5% Bonferroni interval
fusion.LongMemEval.G.dE_T.hi,3.2851063829787233,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.G.dE_T[2],97.5% Bonferroni interval
fusion.LongMemEval.G.dFR3,0.0,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.G.dFR3[0],97.5% Bonferroni interval
fusion.LongMemEval.G.dFR3.lo,0.0,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.G.dFR3[1],97.5% Bonferroni interval
fusion.LongMemEval.G.dFR3.hi,0.0,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.G.dFR3[2],97.5% Bonferroni interval
fusion.LongMemEval.G.dHit10,0.0,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.G.dHit10[0],97.5% Bonferroni interval
fusion.LongMemEval.G.dHit10.lo,0.0,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.G.dHit10[1],97.5% Bonferroni interval
fusion.LongMemEval.G.dHit10.hi,0.0,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.G.dHit10[2],97.5% Bonferroni interval
fusion.LongMemEval.W.w_loo,[1.0],list,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.W.w_loo,weights chosen by LOO
fusion.LongMemEval.G.fallback,0.997872340425532,share,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.LongMemEval.G.tau_loo_none_share,archives falling back to BM25
fusion.RealTalk.bm25.E_T,82.42695035460993,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.RealTalk.bm25.E_T,BM25 reference
fusion.RealTalk.bm25.FR3,33.55784259703633,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.RealTalk.bm25.FR3,BM25 reference
fusion.RealTalk.bm25.Hit10,55.60283687943263,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.RealTalk.bm25.Hit10,BM25 reference
fusion.RealTalk.code.E_T,104.54042553191489,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.RealTalk.code.E_T,fusion arm level
fusion.RealTalk.code.FR3,22.867556005853874,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.RealTalk.code.FR3,fusion arm level
fusion.RealTalk.code.Hit10,46.52482269503546,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.RealTalk.code.Hit10,fusion arm level
fusion.RealTalk.code.dE_T,22.113475177304963,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.RealTalk.code.dE_T[0],97.5% Bonferroni interval
fusion.RealTalk.code.dE_T.lo,-0.3544877412290882,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.RealTalk.code.dE_T[1],97.5% Bonferroni interval
fusion.RealTalk.code.dE_T.hi,48.65405436512735,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.RealTalk.code.dE_T[2],97.5% Bonferroni interval
fusion.RealTalk.code.dFR3,-10.690286591182447,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.RealTalk.code.dFR3[0],97.5% Bonferroni interval
fusion.RealTalk.code.dFR3.lo,-15.830114855484036,,artifact:bbeda58c-84b3-47df-8cc6-4103e0afc47a,59688c362b84cac0db105721d712ba58a910b9fb966db5d51080aa1315227b6c,results.RealTalk.code.dFR3[1],97.5% Bonferroni interval
